X,Y,OBJECTID,ID,STATUS,REASON,ROAD,DESCRIPTION,SUBURB,UPDATETIME,TMR,LOCATION,SOURCE,GlobalID
17027730.4,-3140969.58,355,CAB_006,Open,Flooded,Gleeson Road, ,BURPENGARY,2022/02/26 10:00:00+00,0,Gleeson Road,DWCP,bde46b3b-3460-4483-bcb0-160b87755f04
17010143.05,-3156393.32,356,UPR_044,Open,Flooded,Pringles Road,at gravel road section,KOBBLE CREEK,2022/05/25 09:30:00+00,0,Pringles Road,DWCP,f756a351-f7f3-4b70-b0c0-8d7c99de5024
17033408.06,-3144243.828,357,BUR_001,Open,Flooded,Blue Pacific Road,near Little Burpengary Creek,DECEPTION BAY,2022/10/23 09:50:00+00,0,Blue Pacific Road,DWCP,7e79e621-6593-48d9-9aaa-39243a7b6b2b
17008976.63,-3164080.83,358,LPR_034,Open,Flooded,Cedar Creek Road,at Masseys Creek Court,CEDAR CREEK,2022/05/15 00:45:00+00,0,"Cedar Creek Road at Masseys Creek Court, CEDAR CREEK",DWCP,9f01534d-4fd8-44c5-b307-010c5ae988d6
17041849.58,-3152842.252,359,RED_006,Open,Flooded,McDonnell Road,at Cemetery,CLONTARF,2020/02/26 05:00:00+00,0,"McDonnell Road, CLONTARF",DWCP,e9198e63-49a4-4180-b720-bfa618c77311
17002346.64,-3149287.627,360,UPR_019,Open,Flooded,Wirth Road,at May Road,LACEYS CREEK,2022/10/23 16:20:00+00,0,"Wirth Road at May Road, LACEYS CREEK",DWCP,68e86ae0-ca73-4bd0-9695-c2ddeba7445e
17022009.08,-3130135.722,361,CAB_029,Open,Flooded,Williams Road,near Greening Road,MOODLU,2022/10/23 04:00:00+00,0,Williams Road,DWCP,5b9c9739-ccdc-4015-b1f9-c8eaad676d9b
17025749.5,-3153731.802,362,SID_007,Open,Flooded,Ski Road,at Scout Road,KURWONGBAH,2022/10/23 03:25:00+00,0,Ski Road,DWCP,372fb48e-b4de-4a6c-9c12-f3b77f1b80f5
17013907.78,-3135465.676,363,CAB_038,Open,Flooded,McNamara Road,at Browns Crossing,ROCKSBERG,2022/10/23 06:20:00+00,0,McNamara Road,DWCP,4bf6f315-a55a-4589-842e-5e1a61b5b9c9
17026474.88,-3143559.7,364,BUR_008,Open,Flooded,Mathew Crescent, ,BURPENGARY,2020/02/26 05:00:00+00,0,Mathew Crescent,DWCP,e7094b66-9dd2-46b6-991a-c81974944075
17035141.97,-3145837.471,365,BUR_040,Open,Flooded,Beach Road,,DECEPTION BAY,2020/02/26 05:00:00+00,0,"Beach Road, DECEPTION BAY",DWCP,bdfddb70-5baf-4591-9b99-f218821b1995
17027293.26,-3142231.38,366,BUR_028,Open,Flooded,O'Brien Road,at Burpengary Creek,BURPENGARY,2022/02/26 12:00:00+00,0,O'Brien Road,DWCP,7077981c-e841-4ab7-b5de-641654950319
17030809.6,-3162640.733,367,LPR_011,Open,Flooded,Mott Street, ,STRATHPINE,2023/09/04 07:00:00+00,0,Mott Street,DWCP,66cae420-660c-473c-8ff0-f77943543a8f
17020725.59,-3141999.44,368,CAB_035,Open,Flooded,Forest Hills Drive,at Wingara Drive,MORAYFIELD,2020/02/26 05:00:00+00,0,Forest Hills Drive,DWCP,c520d441-caff-483d-af2d-cb7e4b9b8f7e
17039789.84,-3136063.196,369,CAB_048,Open,Flooded,Bellay Road, ,BEACHMERE,2022/03/03 03:45:00+00,0,"Bellay Road, BEACHMERE",DWCP,21f9949e-aeb1-4db3-8a3f-e583bd6aa135
17025909.23,-3137479.755,370,CAB_052,Open,Flooded,Walker Road,at Koala Drive,MORAYFIELD,2022/02/26 16:30:00+00,0,Walker Road,DWCP,6fad28a7-49ef-4df0-9878-c8cda82791a3
17029403.13,-3147335.376,371,HAY_016,Open,Flooded,Viewland Drive, ,NARANGBA,2022/02/27 09:00:00+00,0,"Viewland Drive, NARANGBA",DWCP,0fd4168a-248a-4211-8f16-56997a0b1166
17025250.68,-3156348.829,372,LPR_007,Open,Flooded,Grant Street, ,WHITESIDE,2020/02/26 05:00:00+00,0,Grant Street,DWCP,1d401d2d-b337-4469-beb4-7d693230f984
17047456.8,-3130612.933,373,BRI_004,Open,Flooded,Boronia Drive,at Jabiru Street,BELLARA,2020/02/26 05:00:00+00,0,"Boronia Drive at Jabiru Street, BELLARA",DWCP,8ac9da1d-4386-4fbc-bc5c-f75482b7b799
17026958.54,-3147089.363,374,BUR_002,Open,Flooded,Burpengary Road,at Callaghan Road,NARANGBA,2020/02/26 05:00:00+00,0,Burpengary Road,DWCP,2c2b78d2-ad10-431a-87dd-74a64914c7e3
17018666.99,-3143304.033,375,BUR_039,Open,Flooded,Moorina Road,near Haywood Road,MOORINA,2022/02/27 01:15:00+00,0,Moorina Road,DWCP,de05e977-377e-4592-a161-88c05eca22f1
17027562.83,-3164209.051,376,LPR_083,Open,Flooded,Coorparoo Road,between South Pine Road and Warner Road,WARNER,2022/03/03 07:30:00+00,0,"Coorparoo Road between South Pine Road and Warner Road, WARNER",DWCP,1785cf08-5e7e-4f32-9f76-d3210a51164d
17028303.97,-3150480.019,377,HAY_030,Open,Flooded,Boundary Road,at rail bridge,KURWONGBAH,2020/02/26 05:00:00+00,0,"Rail Bridge Boundary Road, KURWONGBAH",DWCP,651eb0d5-57a6-450a-9226-c7eb5da3f8cb
17028966.65,-3163045.553,378,LPR_084,Open,Flooded,Kremzow Road,near the Aldi site,BRENDALE,2022/03/03 07:30:00+00,0,Kremzow Road,DWCP,76aeedff-5f31-4d40-aab5-7b86eff1c338
17029843.04,-3121788.745,379,PUM_018,Open,Flooded,Beerburrum-Donnybrook Road,at Steve Irwin Way,ELIMBAH,2020/02/26 05:00:00+00,0,Beerburrum-Donnybrook Road,DWCP,b277ec53-4925-4e28-a4a1-169d21971369
17037884.82,-3139683.787,380,CAB_102,Open,Flooded,Biggs Avenue,at Main Street,BEACHMERE,2022/03/03 03:50:00+00,0,"Biggs Avenue at Main Street, BEACHMERE",DWCP,5383ec2d-f903-4010-b5b8-6c5a43fab91c
17037442.84,-3140806.096,381,CAB_103,Open,Flooded,Kunde Street,at Biggs Avenue,BEACHMERE,2022/03/03 04:00:00+00,0,"Kunde Street at Biggs Avenue, BEACHMERE",DWCP,74022f01-054e-4e6d-b03f-569500cd6a5a
17037744.14,-3139957.973,382,CAB_104,Open,Flooded,First Avenue,at Biggs Avenue,BEACHMERE,2022/03/03 03:50:00+00,0,"First Avenue at Biggs Avenue, BEACHMERE",DWCP,136bdbe7-7fc4-4454-9aba-74d0ee056fec
17037666.67,-3140149.37,383,CAB_105,Open,Flooded,Second Avenue,at Biggs Avenue,BEACHMERE,2022/03/03 03:50:00+00,0,"Second Avenue at Biggs Avenue, BEACHMERE",DWCP,b85918a8-1527-4269-aefb-ed5e8b4aa28d
17024751.12,-3151013.161,384,SID_020,Open,Flooded,McCormack Road South,,KURWONGBAH,2022/02/27 13:30:00+00,0,"McCormack Road South, KURWONGBAH",DWCP,9ee6e668-350a-4e2b-9f76-dce74f550d32
17029990.9,-3153976.641,385,HAY_031,Open,Flooded,Marsden Road,outside No 155,KALLANGUR,2020/02/26 05:00:00+00,0,"Marsden Road outside No 155, KALLANGUR",DWCP,3eb32c00-2695-4a83-a0d2-8b532d42925a
17035723.01,-3147638.444,386,BUR_051,Open,Flooded,Esplanade,corner of Maine Terrace,DECEPTION BAY,2020/02/26 05:00:00+00,0,"Esplanade corner of Maine Terrace, DECEPTION BAY",DWCP,5482a9df-42dd-42cc-a41e-cf909f8268cd
17027342.11,-3130915.469,387,CAB_106,Open,Flooded,Ardrossan Road,at Pumicestone Road,CABOOLTURE,2020/02/26 05:00:00+00,0,Ardrossan,DWCP,c416dddd-0150-4291-912f-f79abe8f6fee
17015615.26,-3169726.816,388,LPR_085,Open,Flooded,Mt O'Reilly Road,at Mt Glorious Road,SAMFORD VALLEY,2020/02/26 05:00:00+00,0,"Mt O'Reilly Road at Mt Glorious Rd, SAMFORD VALLEY",DWCP,502fa9ff-60a7-4758-b87e-53c91eda54e7
17044622.83,-3151388.515,389,RED_008,Open,Flooded,Redcliffe Parade,at Klingner Road,REDCLIFFE,2020/02/26 05:00:00+00,0,"Redcliffe Parade at Klingner Road, REDCLIFFE",DWCP,b7fd1611-da1f-46ab-b919-ab53644b7c5e
17044670.97,-3151841.111,390,RED_010,Open,Flooded,Redcliffe Parade,near Jetty,REDCLIFFE,2020/02/26 05:00:00+00,0,"Redcliffe Parade near Jetty, REDCLIFFE",DWCP,663ee9b7-2eba-4155-ac62-c9c544752776
17017485.94,-3141763.257,391,CAB_107,Open,Flooded,Mountain View Road,at Moorina Road,MOORINA,2022/05/11 12:00:00+00,0,Mountain View Road,DWCP,f8711740-767b-428f-ad7f-053de45bbab8
17013947.89,-3159398.473,392,UPR_053,Open,Flooded,Basin Road,outside No.84,MOUNT SAMSON,2020/02/26 05:00:00+00,0,"Basin Road outside No.84, MOUNT SAMSON",DWCP,da107e95-6707-4e83-93ce-173034e12526
17031573.34,-3140151.517,393,CAB_108,Open,Flooded,Cobb Road,at causeway,BURPENGARY EAST,2022/02/27 15:45:00+00,0,"Cobb Road, BURPENGARY EAST",DWCP,4f685c85-a233-4244-9cfb-bea2b11adc5f
17029444.8,-3142469.681,394,BUR_052,Open,Flooded,Bruce Highway Eastern Service Road,at Burpengary Creek,BURPENGARY EAST,2020/02/26 05:00:00+00,0,Bruce Highway Eastern Service Road,DWCP,774de8d6-c843-4920-ab87-57236671e0f3
17030870.78,-3153465.668,395,HAY_032,Open,Flooded,Glass House Circuit,at cnr Roseann Street,KALLANGUR,2020/02/26 05:00:00+00,0,"Glass House Circuit at cnr Roseann Street, KALLANGUR",DWCP,001b9ff4-5ec9-4bac-bfc1-e3be3255fab8
17030040.89,-3147322.679,396,HAY_033,Open,Flooded,Callaghan Road,at Old Gympie Road,NARANGBA,2020/02/26 05:00:00+00,0,Callaghan Road,DWCP,a0525d5d-3a65-4d48-a484-449e4929cd13
17029000.95,-3144685.536,397,BUR_053,Open,Flooded,Pitt Road,between Wain Road and Bellini Road,BURPENGARY,2020/02/26 05:00:00+00,0,Pitt Road,DWCP,84ec1ef7-95dd-4b24-9325-b5826607a953
17035292.82,-3156500.867,398,LPR_090,Open,Flooded,Henry Road,at Brays Road,GRIFFIN,2021/03/23 04:45:00+00,0,Henry Road,DWCP,f1a0b8eb-7106-4e62-9712-afd7da3495d9
17022839.41,-3140086.744,399,CAB_110,Open,Flooded,Adelong Court,,MORAYFIELD,2020/02/26 05:00:00+00,0,"Adelong Court, MORAYFIELD",DWCP,74c9bf8a-4da8-41bb-9afd-e9ecadeed3c6
17019346.73,-3129718.543,400,CAB_111,Open,Flooded,Alexandra Parade,,WAMURAN,2020/02/26 05:00:00+00,0,"Alexandra Parade, WAMURAN",DWCP,fd6fc05e-1700-49f4-8469-1024ed0cad61
17041834.28,-3155327.742,401,RED_011,Open,Flooded,Maine Road,between Bell Street and Hornibrook Esplanade,CLONTARF,2020/02/26 05:00:00+00,0,"Maine Road Between Bell Street and Hornibrook Esplanade, CLONTARF",DWCP,6149cd97-dd6b-4aeb-bdf5-3f740b74c654
17044419.37,-3151968.965,402,RED_012,Open,Flooded,Creek Street,,REDCLIFFE,2020/02/26 05:00:00+00,0,"Creek Street, REDCLIFFE",DWCP,910478c6-8994-4b25-a9d1-31494df474f8
17007699.42,-3117633.474,403,STA_030,Open,Flooded,George Street,,WOODFORD,2020/02/26 05:00:00+00,0,"George Street, WOODFORD",DWCP,31e95145-2f6b-4dbf-950f-e2b8b8fd8e82
17007494.79,-3119890.7,404,STA_031,Open,Flooded,Ironbark Road,at Monkeybong Creek,WOODFORD,2020/02/26 05:00:00+00,0,Ironbark Road,DWCP,41edd2b4-1720-43c1-a9d8-1636f6e282e6
17036302.1,-3127396.919,405,PUM_021,Open,Flooded,Pumicestone Rd ,at Elimbah Creek,TOORBUL,2022/03/01 02:00:00+00,0,"Pumicestone Road At Elimbah Creek, TOORBUL",DWCP,1a4ba663-446f-4919-9603-8a381f2be067
17026111.27,-3128760.441,406,CAB_112,Open,Road Works,Hamilton Road,north of Emu Road,ELIMBAH,2022/07/23 08:30:00+00,0,Hamilton Road,DWCP,9dfd3b3f-9b6c-49bc-9734-a2b153fbdb53
17016531.48,-3135088.96,407,CAB_113,Open,Flooded,Old North Road,1km south of Bellmere Road,BELLMERE,2020/02/26 05:00:00+00,0,Old North Road,DWCP,10ba5742-1731-41eb-b1ef-c0814963abb5
17031129.02,-3143318.553,408,BUR_054,Open,Flooded,Old Bay Road, ,BURPENGARY EAST,2020/02/26 05:00:00+00,0,Old Bay Road,DWCP,d41df60a-be7a-46b1-a617-7d7518c25bcf
17023041.41,-3139409.611,409,CAB_114,Open,Flooded,Mcloughlin Road,near Adelong Ct,MORAYFIELD,2020/02/26 05:00:00+00,0,Mcloughlin Road,DWCP,28e41e2b-7170-44d3-828e-f02894e81d9c
17016272.39,-3137837.021,410,CAB_115,Open,Flooded,Old North Road, ,ROCKSBERG,2022/05/23 19:15:00+00,0,Old North Road,DWCP,80a03138-381b-4cd8-8f68-666a08d08f4b
17028782.34,-3169573.357,411,LPR_092,Open,Flooded,Alpina Court, ,ALBANY CREEK,2020/02/26 05:00:00+00,0,Alpina Court,DWCP,f60183b5-7d7f-483b-bfd3-e8517b4be92a
17014318.78,-3159112.223,412,UPR_054,Open,Flooded,Basin Road, ,SAMSONVALE,2020/02/26 05:00:00+00,0,Basin Road,DWCP,14d1b449-dd63-4605-bb1e-a68a46891b0b
17023798.59,-3170345.683,413,LPR_093,Open,Flooded,Bergin Creek Road, ,BUNYA,2020/02/26 05:00:00+00,0,"Bergin Creek Road, BUNYA",DWCP,5a2eaf4f-0671-48ac-bba2-89379d95b5fd
17010290.28,-3154815.145,414,UPR_055,Open,Flooded,Boogala Court,at Kobble Creek,KOBBLE CREEK,2020/02/26 05:00:00+00,0,"Boogala Court At Kobble Creek, KOBBLE CREEK",DWCP,3bbb9097-cbb9-44a5-9edd-d9a61b71c45b
17026643.71,-3136749.496,415,CAB_117,Open,Flooded,Buchanan Road, ,MORAYFIELD,2020/02/26 05:00:00+00,0,Buchanan Road,DWCP,a6a4fcad-58cc-4819-9786-7faceb67f836
17010000.04,-3120237.722,416,STA_032,Open,Flooded,Chambers Road, ,D'AGUILAR,2020/02/26 05:00:00+00,0,"Chambers Road, D'AGUILAR",DWCP,937c6bbb-a18e-4a52-8fbf-152e31b02805
17009409.08,-3120170.602,417,STA_033,Open,Flooded,Chambers Road, ,D'AGUILAR,2020/02/26 05:00:00+00,0,"Chambers Road, D'AGUILAR",DWCP,5dabcc73-5f7c-4872-ae87-9f29b7d75d14
17011091.71,-3120384.929,418,STA_034,Open,Flooded,Chambers Road, ,D'AGUILAR,2020/02/26 05:00:00+00,0,"Chambers Road, D'AGUILAR",DWCP,ace13ef1-e085-4ab8-bc41-8c80e752646e
17026272.53,-3139393.965,419,CAB_118,Open,Flooded,Clark Road, ,MORAYFIELD,2020/02/26 05:00:00+00,0,"Clark Road East of Hauton Rd, MORAYFIELD",DWCP,6be29120-8d89-4ecb-8698-3fed5c25b7e1
17030911.4,-3144561.723,420,BUR_055,Open,Flooded,Creek Road,east of Twists Rd,BURPENGARY EAST,2020/02/26 05:00:00+00,0,Creek Road,DWCP,e088d876-8d1f-4046-bc24-98589b1b245e
17012308.39,-3154860.915,421,UPR_056,Open,Flooded,Dales Road, ,KOBBLE CREEK,2020/02/26 05:00:00+00,0,"Dales Road, KOBBLE CREEK",DWCP,aeb1a8ea-a4f5-4c84-aa13-20712f3b871d
17010664.21,-3171111.053,422,LPR_094,Open,Flooded,Dawson Creek Road,190m south of Mount Glorious Road,HIGHVALE,2020/02/26 05:00:00+00,0,Dawson Creek Road,DWCP,61f6e1e3-e0f0-4c0f-8b2a-78895cea35a9
17027488.06,-3156374.363,423,LPR_095,Open,Flooded,Dayboro Service Road, ,PETRIE,2020/02/26 05:00:00+00,0,"Dayboro Service Road, PETRIE",DWCP,0627cb39-0e76-4c0c-9a7f-1ee4b99edad5
17013991.04,-3170611.76,424,LPR_096,Open,Flooded,Days Road, ,SAMFORD VALLEY,2020/02/26 05:00:00+00,0,"Days Road, SAMFORD VALLEY",DWCP,f188cca9-5dac-460c-8036-d60c13014971
17000051.91,-3125014.191,425,NEU_007,Open,Flooded,Delaney Creek Road,near Harris Ln,MOUNT DELANEY,2020/02/26 05:00:00+00,0,"Delaney Creek Road near Harris Ln, MOUNT DELANEY",DWCP,be27e9da-c646-4f6b-998e-210d9a753ff8
17016287.8,-3139429.552,426,CAB_119,Open,Flooded,F Lindsay Road,at Caboolture River Rd end,ROCKSBERG,2020/02/26 05:00:00+00,0,"F Lindsay Road, ROCKSBERG",DWCP,5940e7c2-0b0a-4ea6-b4b5-fc2cf2767789
17017079.28,-3141118.258,427,CAB_120,Open,Flooded,F Lindsay Road,at Moornina Rd end,MOORINA,2020/02/26 05:00:00+00,0,"F Lindsay Road, MOORINA",DWCP,3d143792-12d5-4156-90f3-758a4e361fa9
17018184.44,-3128895.501,428,CAB_121,Open,Flooded,Franks Lane, ,WAMURAN,2020/02/26 05:00:00+00,0,"Franks Lane, WAMURAN",DWCP,004f96df-ead3-459a-947e-4c2fd7747285
17022717.02,-3130162.1,429,CAB_122,Open,Flooded,Greening Road, ,MOODLU,2020/02/26 05:00:00+00,0,"Greening Road, MOODLU",DWCP,60359291-b1f4-47cc-981d-a4569193f6a2
17013290.81,-3165815.614,430,LPR_097,Open,Flooded,Halls Road, ,CEDAR CREEK,2020/02/26 05:00:00+00,0,"Halls Road, CEDAR CREEK",DWCP,6b0c6d86-3c1d-4a5c-b98e-e15b463eb30d
17026074.18,-3127859.111,431,CAB_123,Open,Flooded,Hamilton Road, ,ELIMBAH,2020/02/26 05:00:00+00,0,Hamilton Road,DWCP,7093397c-7ab7-4bc9-b24a-82d9982c5ab9
17007574.7,-3143419.039,432,UPR_057,Open,Flooded,Henzell Road, ,MOUNT PLEASANT,2022/03/01 18:45:00+00,0,"Henzell Road, MOUNT PLEASANT",DWCP,9bf821b9-3d30-4e8b-a9e9-b19b1dfc7f77
17005821.42,-3118706.064,433,STA_035,Open,Flooded,Kauri Court, ,WOODFORD,2020/02/26 05:00:00+00,0,"Kauri Court, WOODFORD",DWCP,64d8975e-a65e-4d8f-82cf-16e4c53f9922
17013335.56,-3154583.081,434,UPR_058,Open,Flooded,Kobble Creek Road, ,KOBBLE CREEK,2020/02/26 05:00:00+00,0,Kobble Creek Road,DWCP,69a19652-2533-46f5-a9dd-c0b77424963f
17027502.29,-3145923.49,435,BUR_056,Open,Flooded,Leonard Court, ,BURPENGARY,2020/02/26 05:00:00+00,0,"Leonard Court, BURPENGARY",DWCP,f7e2dbd7-bcab-4a17-a872-54cf58338662
17012121.69,-3148627.694,436,UPR_059,Open,Flooded,Morris Street, ,DAYBORO,2020/02/26 05:00:00+00,0,"Morris Street, DAYBORO",DWCP,e380b44e-92e1-45d7-8464-1e01351a93d9
17006311.33,-3142993.996,437,UPR_060,Open,Flooded,Mount Brisbane Road, ,MOUNT PLEASANT,2020/02/26 05:00:00+00,0,"Mount Brisbane Road, MOUNT PLEASANT",DWCP,1306c797-a36a-4ab1-801c-f0f5afa0504c
16996854.07,-3119872.378,438,NEU_008,Open,Flooded,Neurum Road, ,NEURUM,2022/05/14 00:30:00+00,0,"Neurum Road, NEURUM",DWCP,cbd820d3-5251-49b8-8cf9-2309bb18df8f
16998967.14,-3117869.71,439,STA_036,Open,Flooded,Neurum Road, ,NEURUM,2020/02/26 05:00:00+00,0,"Neurum Road, NEURUM",DWCP,daa30e36-4d50-4e97-92e5-7f480e5edc03
17007984.09,-3123474.724,440,STA_037,Open,Flooded,Newman Lane, ,DELANEYS CREEK,2022/05/13 09:30:00+00,0,"Newman Lane, DELANEYS CREEK",DWCP,8b4ec12d-c7b8-4435-8ed5-a20d618d32fa
17015616.51,-3124850.784,441,CAB_124,Open,Flooded,O'Shea Road, ,BRACALBA,2020/02/26 05:00:00+00,0,"O'Shea Road, BRACALBA",DWCP,1c13742d-3f96-4994-960b-c2afdd7d18b7
17006290.74,-3115799.301,442,STA_038,Open,Flooded,Old Cove Road, ,WOODFORD,2020/02/26 05:00:00+00,0,Old Cove Road,DWCP,18404516-9e8c-4349-be42-de1473913c2b
17023299.78,-3124589.976,443,PUM_022,Open,Flooded,Old Gympie Road,,ELIMBAH,2022/05/12 04:00:00+00,0,"Old Gympie Road, ELIMBAH",DWCP,58995f08-bd55-4a96-8e6b-452247a17caf
17027175.34,-3146375.683,444,BUR_057,Open,Flooded,Osborne Drive, ,BURPENGARY,2022/02/26 10:15:00+00,0,Osborne Drive,DWCP,7206a877-0323-4fd4-bedd-ffb8bb43af49
17019718.1,-3123083.817,445,PUM_023,Open,Flooded,Powell Road, ,WAMURAN,2022/05/14 02:00:00+00,0,Powell Road,DWCP,2c998a00-8588-4b04-a189-a285fc8d2da7
17019009.98,-3126137.287,446,CAB_125,Open,Flooded,Powell Road, ,WAMURAN,2022/05/14 02:00:00+00,0,"Powell Road, WAMURAN",DWCP,0ebafead-18e9-4d76-b843-7164d2dc8696
17019067.39,-3125906.282,447,CAB_126,Open,Flooded,Powell Road, ,WAMURAN,2020/02/26 05:00:00+00,0,Powell Road,DWCP,e9be17cd-2f4a-49c1-8550-acc895e4a640
17011982.57,-3148664.552,448,UPR_061,Open,Flooded,Rohlf Street, ,DAYBORO,2020/02/26 05:00:00+00,0,"Rohlf Street, DAYBORO",DWCP,ae92f1a6-6637-48c1-b6ce-81974a91efd1
17025966.04,-3124340.437,449,PUM_024,Open,Flooded,Rose Creek Road, ,ELIMBAH,2022/02/27 10:30:00+00,0,"Rose Creek Road, ELIMBAH",DWCP,879023e8-21f4-441a-9c36-a33c7193aa93
17018531.33,-3170380.145,450,LPR_098,Open,Flooded,School Road, ,SAMFORD VILLAGE,2020/02/26 05:00:00+00,0,"School Road, SAMFORD VILLAGE",DWCP,c4cea62d-02c5-4ab7-8a16-9c0b7cdf903f
17030375.27,-3164752.315,451,LPR_099,Open,Flooded,Scouts Crossing Road, ,BRENDALE,2020/02/26 05:00:00+00,0,"Scouts Crossing Road, BRENDALE",DWCP,9ff5cc07-2989-4ac9-a14a-0f57355130c2
17011506.35,-3146252.599,452,UPR_062,Open,Flooded,Sellin Road, ,KING SCRUB,2020/02/26 05:00:00+00,0,"Sellin Road, KING SCRUB",DWCP,0c2bf2d1-2c38-485e-b1e0-84cc0bcee9e1
17000577.68,-3113083.668,453,STA_039,Open,Flooded,Stoney Creek Road,1km north of D'Aguilar Highway,STONY CREEK,2020/02/26 05:00:00+00,0,Stoney Creek Road,DWCP,0426c168-f9ac-455c-b9bf-2262a0602aa1
17013683.76,-3149517.89,454,UPR_063,Open,Flooded,Strong Road,at Terrors Creek,DAYBORO,2022/02/28 06:00:00+00,0,Strong Road,DWCP,0899a5aa-7fba-46fb-b173-910246d2e7f8
17029644.4,-3169203.639,455,LPR_100,Open,Flooded,Sunningdale Court, ,ALBANY CREEK,2020/02/26 05:00:00+00,0,"Sunningdale Court, ALBANY CREEK",DWCP,4d7131e0-7295-4a88-9569-f90d73ea6d73
17015697.35,-3173155.867,456,LPR_101,Open,Flooded,Upper Wights Mountain Road, ,WIGHTS MOUNTAIN,2020/02/26 05:00:00+00,0,"Upper Wights Mountain Road, WIGHTS MOUNTAIN",DWCP,2e911b27-4be2-42c2-9d2b-e31171e36bce
17025800.52,-3127745.928,457,CAB_127,Open,Flooded,Wests Road, ,ELIMBAH,2020/02/26 05:00:00+00,0,"Wests Road, ELIMBAH",DWCP,f321ce1e-63e2-41c1-acbb-6632a660c8e6
17022058.14,-3129778.18,458,CAB_128,Open,Flooded,Williams Road,at Lagoon Creek,MOODLU,2022/10/23 17:10:00+00,0,Williams Road,DWCP,3d1cb5ee-69f0-476d-a3d5-21f91c1e083e
17016012.43,-3159450.141,459,UPR_064,Open,Flooded,Winn Road,0.9km west of Clear Mountain Rd,MOUNT SAMSON,2020/02/26 05:00:00+00,0,"Winn Road 0.9km west of Clear Mountain Rd, MOUNT SAMSON",DWCP,ea5c4551-bf5a-4036-97c4-33c6445a2a7a
17019278.68,-3170778.962,460,LPR_103,Open,Flooded,Camp Mountain Road, ,CAMP MOUNTAIN,2022/02/25 18:15:00+00,0,"Camp Mountain Road, CAMP MOUNTAIN",DWCP,d1963756-84ea-4d65-a8b7-c1b78148db8e
17022450.22,-3131049.447,461,CAB_129,Open,Flooded,Cayenne Road, ,MOODLU,2020/02/26 05:00:00+00,0,"Cayenne Road, MOODLU",DWCP,9abbe8c6-b5e8-4fc1-9829-7ad4d35684e6
17029718.63,-3169443.188,462,LPR_104,Open,Flooded,Country Club Drive, ,ALBANY CREEK,2020/02/26 05:00:00+00,0,"Country Club Drive, ALBANY CREEK",DWCP,25411854-8752-4763-b102-eaeed64441c3
17032061.39,-3155203.159,463,HAY_034,Open,Flooded,Duffield Road,near Bunbury St,KALLANGUR,2020/02/26 05:00:00+00,0,"Duffield Road, KALLANGUR",DWCP,e6ba019d-7a9a-42a3-af43-ae05ea926e81
17031882.26,-3141036.467,464,BUR_058,Open,Flooded,Farry Road, ,BURPENGARY EAST,2022/02/28 03:30:00+00,0,"Farry Road, BURPENGARY EAST",DWCP,ef4e0e36-6533-476a-8f3a-64e6d0410c3f
17028372.57,-3166531.977,465,LPR_105,Open,Flooded,Ferguson Street, ,ALBANY CREEK,2020/02/26 05:00:00+00,0,"Ferguson Street, ALBANY CREEK",DWCP,66460c25-1746-41c7-83ce-4b279c31f8fc
17035099.61,-3157600.785,466,LPR_106,Open,Flooded,Henry Road, ,GRIFFIN,2022/10/23 22:45:00+00,0,Henry Road,DWCP,aea47371-c81b-4bc3-a049-b318f6706209
17008782.3,-3108007.062,467,STA_041,Open,Flooded,Kilcoy-Beerwah Road, ,STANMORE,2022/05/14 05:45:00+00,0,"Kilcoy-Beerwah Road, STANMORE",DWCP,c8394503-489b-46ba-b9cf-f314b1172ce3
17009987.64,-3123435.383,468,STA_042,Open,Flooded,Keliher Road, ,DELANEYS CREEK,2020/02/26 05:00:00+00,0,"Keliher Road, DELANEYS CREEK",DWCP,34914786-76e7-4dc7-aa6b-7e1a5d156d1c
17025415.14,-3165136.37,469,LPR_107,Open,Flooded,Kimberley Court, ,EATONS HILL,2020/02/26 05:00:00+00,0,"Kimberley Court, EATONS HILL",DWCP,61b0ba56-ddcf-4624-9e45-30044fc0e784
17026620.54,-3162564.281,470,LPR_108,Open,Flooded,Kremzow Road, ,WARNER,2020/02/26 05:00:00+00,0,"Kremzow Road, WARNER",DWCP,516a6860-f551-4c26-a935-c772f0389ba5
17027332.14,-3139710.891,471,CAB_130,Open,Flooded,Lindsay Road, ,MORAYFIELD,2020/02/26 05:00:00+00,0,"Lindsay Road, MORAYFIELD",DWCP,dd5645cb-3ea7-4d11-aeae-c5f13d039cb8
17028618.66,-3126799.55,472,PUM_026,Open,Flooded,Mansfield Road, ,ELIMBAH,2020/02/26 05:00:00+00,0,"Mansfield Road, ELIMBAH",DWCP,af42fe99-d42f-4c1a-9775-2920326b5818
17016395.96,-3163758.263,473,LPR_109,Open,Flooded,Marshall Lane, ,CLOSEBURN,2020/02/26 05:00:00+00,0,"Marshall Lane, CLOSEBURN",DWCP,ce08fef8-4b2f-4c5f-9cbf-5e8a4c0ca92f
17017443.2,-3126446.346,474,CAB_131,Open,Flooded,Newlands Road, ,WAMURAN,2022/05/12 15:30:00+00,0,Newlands Road,DWCP,3115bc15-7634-4e80-9ff9-1b4f48b79cde
